08/06/2012,PR03623,PR03623-1,69,9:03:00 AM,n_a,1,0,0,,1,0,0,,1,9:13:00 AM,1,No,RESQ call period 1 0-50m,69,31/07/2012
30/06/2012,PR03671,PR03671-1,75,5:36:00 AM,n_a,1,0,0,10,0,0,0,10,0,5:46:00 AM,0,No,2 RESQ in time 1 and in 0-50 distance; 1 RESQ in time 2 and in 0-50 distance,75,31/07/2012
30/06/2012,PR03672,PR03672-1,75,7:40:00 AM,n_a,1,1,0,,0,1,0,,0,7:50:00 AM,0,No,Temperature data missing; 1 RESQ in time 1 and in 0-50 distance; OVEN before PC,75,31/07/2012
30/06/2012,PR03681,PR03681-1,59,5:06:00 AM,n_a,1,2,0,10,0,2,0,10,0,5:16:00 AM,2,No,2 RESQ call in first period 0-50m,59,31/07/2012
30/06/2012,PR03682,PR03682-1,59,6:15:00 AM,n_a,1,2,0,9,0,2,0,9,0,6:25:00 AM,1,No,,59,31/07/2012
30/06/2012,PR03683,PR03683-1,59,7:29:00 AM,n_a,1,3,0,11,0,3,0,11,0,7:39:00 AM,1,No,wildlife caller not working; wind is loud,59,31/07/2012
30/06/2012,PR03684,PR03684-1,59,7:02:00 AM,n_a,1,2,0,10,0,3,0,10,0,7:12:00 AM,1,No,wildlife caller malfunction-no playback; highway noise; RESQ calling throughout 0-50m,59,31/07/2012
30/06/2012,PR03685,PR03685-1,59,8:15:00 AM,n_a,1,3,0,16,0,3,0,16,0,8:25:00 AM,1,No,M and F BPWA called in after PC to confirm; hwy and wind noisy,59,31/07/2012
30/06/2012,PR03686,PR03686-1,59,8:51:00 AM,n_a,1,3,0,18,3,3,0,18,3,9:01:00 AM,1,No,"grassy fen, like a wet grassland",59,31/07/2012
08/06/2012,PR03691,PR03691-1,69,5:20:00 AM,n_a,1,0,0,5,0,0,0,5,0,5:30:00 AM,0,No,RESQ calling in second period within 50m,69,31/07/2012
08/06/2012,PR03692,PR03692-1,69,7:21:00 AM,n_a,1,0,0,9,0,0,0,9,0,7:31:00 AM,0,No,,69,31/07/2012
30/06/2012,PR03693,PR03693-1,75,8:37:00 AM,n_a,1,2,0,16,0,2,0,16,0,8:47:00 AM,0,No,1 RESQ in time 1 and in 0-50 distance,75,31/07/2012
30/06/2012,PR03694,PR03694-1,75,6:15:00 AM,n_a,1,0,0,10,0,0,0,10,0,6:25:00 AM,0,No,2 RESQ in time 1 and in 0-50 distance,75,31/07/2012
29/06/2012,PR09902,PR09902-1,59,5:35:00 AM,n_a,1,3,0,14,2,3,0,14,2,5:45:00 AM,1,No,,59,31/07/2012
29/06/2012,PR09903,PR09903-1,59,6:47:00 AM,n_a,1,3,1,13,2,3,3,13,2,6:57:00 AM,1,No,,59,31/07/2012
29/06/2012,PR09905,PR09905-1,75,9:12:00 AM,n_a,1,2,0,16,1,2,0,16,1,9:22:00 AM,0,No,1 RESQ in time 1 and in 0-50 distance; 1 RESQ in time 2 and in 0-50 distance; 1 RESQ in time 3 and in 0-50 distance,75,31/07/2012
29/06/2012,PR09908,PR09908-1,59,6:08:00 AM,n_a,1,3,0,14,2,3,0,14,2,6:18:00 AM,1,No,"RESQ (n=2) time 1, 0-50m",59,31/07/2012
29/06/2012,PR09910,PR09910-1,75,8:18:00 AM,n_a,1,0,0,14,2,0,0,14,2,8:28:00 AM,0,No,1 RESQ in time 1 and in 0-50 distance,75,31/07/2012
29/06/2012,PR09920,PR09920-1,75,4:45:00 AM,n_a,1,2,0,13,2,2,0,13,2,4:55:00 AM,0,No,,75,31/07/2012
29/06/2012,PR09981,PR09981-1,59,7:50:00 AM,n_a,1,3,0,13,2,3,0,13,2,8:00:00 AM,1,No,,59,31/07/2012
29/06/2012,PR09982,PR09982-1,59,9:18:00 AM,n_a,1,3,0,14,1,3,0,14,1,9:28:00 AM,1,No,,59,31/07/2012
29/06/2012,PR09983,PR09983-1,59,8:27:00 AM,n_a,1,4,0,14,1,4,0,14,1,8:37:00 AM,1,No,"possibly a MERL, batteries died on wildlife caller.  Clearcut regeneating = SH3",59,31/07/2012
29/06/2012,PR09984,PR09984-1,59,4:57:00 AM,n_a,1,3,0,14,2,3,0,14,2,5:07:00 AM,2,No,"battery died in wildlife caller; RESQ time 1, 0-50m. Accidentally marked as 2R in GPS.  Need to change (also flag is marked as 2R) changed to 17R",59,31/07/2012
29/06/2012,PR09991,PR09991-1,75,7:32:00 AM,n_a,1,0,0,14,2,0,0,14,2,7:42:00 AM,0,No,"1 CAWA male 140m East of PC, after PC; 1st PC stopped because of rain: got WTSP, OVEN, and REVI not heard in the second PC; 1 RESQ in period 1 and in 0-50 distance",75,31/07/2012
29/06/2012,PR09992,PR09992-1,75,5:24:00 AM,n_a,1,2,0,14,2,2,0,14,2,5:34:00 AM,0,No,3 RESQ in time 1 and in 0-50 distance,75,31/07/2012
29/06/2012,PR09993,PR09993-1,75,6:09:00 AM,n_a,1,1,0,14,2,1,0,14,2,6:19:00 AM,0,No,1 RESQ in time 2 and in 0-50 distance; 2 RESQ in time 3 and in 0-50 distance,75,31/07/2012
28/05/2013,PR10202,PR10202-1,27,10:36:00 AM,n_a,1,0,0,19,0,1,0,17,0,10:46:00 AM,0,N,BHVI  STARTED SINGING RIGHT AFTER PC. BOCH STARTED CALLING RIGHT AFTER PC.,27,31/07/2013
28/05/2013,PR10203,PR10203-1,27,9:30:00 AM,n_a,1,0,0,19,0,0,0,23,0,9:40:00 AM,0,N,,27,31/07/2013
28/05/2013,PR10204,PR10204-1,27,10:05:00 AM,n_a,1,0,0,19,0,0,0,16,0,10:15:00 AM,0,N,,27,31/07/2013
28/05/2013,PR10206,PR10206-1,19,9:44:00 AM,n_a,1,1,0,16,1,1,0,16,1,9:54:00 AM,0,Y,,19,31/07/2013
28/05/2013,PR10208,PR10208-1,27,8:52:00 AM,n_a,1,0,0,12,0,0,0,12,0,9:02:00 AM,0,N,,27,31/07/2013
28/05/2013,PR10209,PR10209-1,19,9:24:00 AM,n_a,1,0,0,15,0,0,0,14,0,9:34:00 AM,0,Y,,19,31/07/2013
27/05/2013,PR10210,PR10210-1,27,10:19:00 AM,n_a,1,1,0,14,0,1,0,15,1,10:29:00 AM,1,N,GRAJ SEEN AFTER OC. BOCH CALL AFTER PC.,27,31/07/2013
28/05/2013,PR10212,PR10212-1,27,8:09:00 AM,n_a,1,0,0,15,0,0,0,14,0,8:19:00 AM,0,N,,27,31/07/2013
27/05/2013,PR10213,PR10213-1,27,9:40:00 AM,n_a,1,0,0,16,0,0,0,14,0,9:50:00 AM,0,N,CMWA SINGING AFTER PC,27,31/07/2013
27/05/2013,PR10214,PR10214-1,19,9:24:00 AM,n_a,1,1,0,19,0,1,0,13,0,9:34:00 AM,0,N,,19,31/07/2013
28/05/2013,PR10215,PR10215-1,27,7:33:00 AM,n_a,1,0,0,8,0,0,0,7,0,7:43:00 AM,0,N,,27,31/07/2013
27/05/2013,PR10216,PR10216-1,27,9:01:00 AM,n_a,1,0,0,14,0,0,0,11,0,9:11:00 AM,0,N,RECORDING DIDN'T SAVE,27,31/07/2013
28/05/2013,PR10217,PR10217-1,19,8:27:00 AM,n_a,1,1,0,15,1,1,0,16,1,8:37:00 AM,0,Y,Recorder broken.,19,31/07/2013
27/05/2013,PR10218,PR10218-1,19,8:52:00 AM,n_a,1,1,0,14,0,1,0,14,0,9:02:00 AM,1,N,Noise = river.,19,31/07/2013
28/05/2013,PR10219,PR10219-1,19,7:45:00 AM,n_a,1,0,0,12,1,0,0,9,1,7:55:00 AM,0,Y,,19,31/07/2013
27/05/2013,PR10220,PR10220-1,19,8:21:00 AM,n_a,1,1,0,8,0,1,0,8,0,8:31:00 AM,0,N,,19,31/07/2013
27/05/2013,PR10221,PR10221-1,27,7:38:00 AM,n_a,1,0,0,9,0,0,0,7,0,7:48:00 AM,1,N,SPGR SPOTTED 10M FROM PC WHILE WALKING TO POINT PRIOR TO STARTING SURVEY. THOUGHT I HEARD A BLJA BEFORE STARTING PC. NOT MANY BIRDS SINGING FOR SOME REASON.,27,31/07/2013
28/05/2013,PR10222,PR10222-1,27,6:30:00 AM,n_a,1,1,0,8,0,1,0,7,0,6:40:00 AM,0,N,,27,31/07/2013
28/05/2013,PR10223,PR10223-1,19,6:51:00 AM,n_a,1,1,0,9,1,0,0,8,1,7:01:00 AM,0,Y,,19,31/07/2013
27/05/2013,PR10224,PR10224-1,27,6:53:00 AM,n_a,1,0,0,9,0,0,0,6,0,7:03:00 AM,1,N,CHSP SINGING RIGHT AFTER PC. GRAJ CALLING RIGHT AFTER PC. BHVI SINGING AFTER PC.,27,31/07/2013
27/05/2013,PR10225,PR10225-1,19,7:46:00 AM,n_a,1,0,0,8,0,0,0,7,0,7:56:00 AM,0,N,,19,31/07/2013
28/05/2013,PR10226,PR10226-1,27,5:40:00 AM,n_a,1,0,0,7,0,0,0,2,0,5:50:00 AM,1,N,NOISE OF 1 DUE TO RUNNING WATER. BECAUSE THIS IS OPEN HABITAT I AM LIKELY HEARING MANY BIRDS FROM THE EDGES.,27,31/07/2013
27/05/2013,PR10227,PR10227-1,27,6:13:00 AM,n_a,1,0,0,9,0,0,0,5,0,6:23:00 AM,1,N,,27,31/07/2013
28/05/2013,PR10228,PR10228-1,19,6:05:00 AM,n_a,1,0,0,6,1,0,0,6,1,6:15:00 AM,1,Y,Noise = frogs.,19,31/07/2013
27/05/2013,PR10230,PR10230-1,19,6:19:00 AM,n_a,1,1,0,6,0,1,0,4,0,6:29:00 AM,0,N,Forgot to put mics on.,19,31/07/2013
27/05/2013,PR10231,PR10231-1,27,5:26:00 AM,n_a,1,0,0,6,0,0,0,4,0,5:36:00 AM,0,N,"SWTH SEEN AFTER PC, CONFIRMED IDENTITY OF UNTH IN FIRST TIME PERIOD. BBWA VISUALLY CONFIRMED AFTER PC USING CALL BACK.",27,31/07/2013
27/05/2013,PR10232,PR10232-1,19,5:48:00 AM,n_a,1,1,0,6,0,1,0,4,0,5:58:00 AM,0,N,,19,31/07/2013
28/05/2013,PR10233,PR10233-1,19,5:05:00 AM,n_a,1,0,0,4,0,0,0,3,0,5:15:00 AM,0,Y,Forgot to put mics on.,19,31/07/2013
27/05/2013,PR10234,PR10234-1,19,5:10:00 AM,n_a,1,0,0,5,0,0,0,3,0,5:20:00 AM,0,N,,19,31/07/2013
27/05/2013,PR10270,PR10270-1,27,8:19:00 AM,n_a,1,0,0,13,0,0,0,15,0,8:29:00 AM,0,N,,27,31/07/2013
27/05/2013,PR10271,PR10271-1,19,10:17:00 AM,n_a,1,0,0,15,1,0,0,14,1,10:27:00 AM,0,N,,19,31/07/2013
27/05/2013,PR10290,PR10290-1,19,7:01:00 AM,n_a,1,1,0,5,0,1,0,5,0,7:11:00 AM,1,N,Noise = river.,19,31/07/2013
28/05/2013,PR10291,PR10291-1,19,10:20:00 AM,n_a,1,1,0,16,1,1,0,17,1,10:30:00 AM,0,Y,,19,31/07/2013
29/05/2013,PR10302,PR10302-1,19,10:00:00 AM,n_a,1,1,0,16,1,1,0,16,1,10:10:00 AM,0,Y,,19,31/07/2013
30/05/2013,PR10304,PR10304-1,27,9:49:00 AM,n_a,1,3,2,14,3,3,0,15,3,9:59:00 AM,1,y,NOISE OF 1 DUE TO ASPEN LEAVES IN WIND AND PRECIPITATION. NOT MANY BIRDS SINGING AT THIS POINT.,27,31/07/2013
29/05/2013,PR10305,PR10305-1,19,9:24:00 AM,n_a,1,0,0,18,2,0,1,18,2,9:34:00 AM,0,Y,,19,31/07/2013
29/05/2013,PR10307,PR10307-1,27,10:21:00 AM,n_a,1,1,0,19,0,1,0,17,0,10:31:00 AM,0,N,"BRCR SINGING AFTER PC. GRAJ CALLING AFTER PC. GCKI DIDN'T DO FULL SONG UNTIL AFTER PC, USED PLAYBACK TO CONFIRM ID AFTER.",27,31/07/2013
30/05/2013,PR10308,PR10308-1,27,9:10:00 AM,n_a,1,0,0,13,3,2,0,13,3,9:20:00 AM,0,Y,GRAJ CALLING AFTER PC,27,31/07/2013
29/05/2013,PR10309,PR10309-1,27,9:42:00 AM,n_a,1,0,0,17,1,0,0,17,1,9:52:00 AM,0,N,"BHVI SOUNDS STRANGE, OFTEN MORE LIKE A REVI BUT AFTER THE PC I TRACKED ONE DOWN AND VISUALLY CONFIRMED IT AS A BHVI.",27,31/07/2013
30/05/2013,PR10312,PR10312-1,27,8:29:00 AM,n_a,1,1,0,13,3,1,0,12,3,8:39:00 AM,0,Y,,27,31/07/2013
30/05/2013,PR10313,PR10313-1,27,7:53:00 AM,n_a,1,0,2,13,3,0,2,11,3,8:03:00 AM,0,Y,YWAR BEFORE PC,27,31/07/2013
29/05/2013,PR10314,PR10314-1,19,7:15:00 AM,n_a,1,0,0,13,3,0,0,12,3,7:25:00 AM,0,Y,,19,31/07/2013
29/05/2013,PR10315,PR10315-1,27,8:22:00 AM,n_a,1,0,0,15,2,0,0,14,2,8:32:00 AM,0,N,,27,31/07/2013
29/05/2013,PR10316,PR10316-1,19,6:39:00 AM,n_a,1,0,2,12,3,0,0,11,3,6:49:00 AM,0,Y,,19,31/07/2013
29/05/2013,PR10317,PR10317-1,27,6:54:00 AM,n_a,1,0,0,16,3,0,0,12,3,7:04:00 AM,0,N,,27,31/07/2013
30/05/2013,PR10318,PR10318-1,27,6:02:00 AM,n_a,1,0,3,13,3,0,3,11,3,6:12:00 AM,1,Y,WETA SINGING BEFORE PC STARTED,27,31/07/2013
29/05/2013,PR10319,PR10319-1,27,7:30:00 AM,n_a,1,2,0,14,2,2,0,13,2,7:40:00 AM,1,N,"STRANGE REVI SONG, ONE PHRASE SOUNDS LIKE AN OLIVE SIDED FLYCATCHER",27,31/07/2013
29/05/2013,PR10320,PR10320-1,27,6:12:00 AM,n_a,1,0,0,13,3,0,0,11,3,6:22:00 AM,0,N,"FIRST NOFL STILL DRUMMING WHEN I SAW THE SECOND, THEREFORE THERE ARE DEFINITELY TWO. MOWA SINGING AFTER PC.",27,31/07/2013
30/05/2013,PR10321,PR10321-1,27,5:17:00 AM,n_a,1,1,0,12,3,1,0,10,3,5:27:00 AM,0,Y,BRCR SINGIN BEFORE PC,27,31/07/2013
30/05/2013,PR10322,PR10322-1,27,7:03:00 AM,n_a,1,0,0,13,3,0,0,10,3,7:13:00 AM,0,Y,,27,31/07/2013
29/05/2013,PR10323,PR10323-1,27,5:29:00 AM,n_a,1,0,0,11,3,0,0,10,3,5:39:00 AM,0,Y,,27,31/07/2013
30/05/2013,PR10324,PR10324-1,19,5:02:00 AM,n_a,1,0,0,,3,0,1,9,3,5:12:00 AM,0,Y,Start temp unreliable (18.5).,19,31/07/2013
30/05/2013,PR10325,PR10325-1,19,9:40:00 AM,n_a,1,2,0,14,3,1,1,14,3,9:50:00 AM,0,Y,,19,31/07/2013
30/05/2013,PR10328,PR10328-1,19,8:36:00 AM,n_a,1,1,0,12,3,1,0,12,3,8:46:00 AM,0,Y,,19,31/07/2013
30/05/2013,PR10329,PR10329-1,19,9:06:00 AM,n_a,1,1,0,12,3,1,0,14,3,9:16:00 AM,0,Y,PUFI nest.,19,31/07/2013
30/05/2013,PR10331,PR10331-1,19,7:01:00 AM,n_a,1,0,0,10,3,0,0,10,3,7:11:00 AM,0,Y,GBHE flew over after point count.,19,31/07/2013
30/05/2013,PR10332,PR10332-1,19,8:06:00 AM,n_a,1,0,0,11,3,0,1,11,3,8:16:00 AM,0,Y,Recorder broken.,19,31/07/2013
30/05/2013,PR10334,PR10334-1,19,7:38:00 AM,n_a,1,0,0,10,3,0,1,10,3,7:48:00 AM,0,Y,Rain of 3 or 4 during point count.,19,31/07/2013
30/05/2013,PR10371,PR10371-1,19,6:22:00 AM,n_a,1,0,1,10,3,0,4,10,3,6:32:00 AM,0,Y,"Recording says ""PR10391"".",19,31/07/2013
29/05/2013,PR10372,PR10372-1,27,9:06:00 AM,n_a,1,0,0,15,2,0,0,15,2,9:16:00 AM,0,N,BHVI SINGING AT 0-50M BEFORE THE PC,27,31/07/2013
29/05/2013,PR10373,PR10373-1,19,5:23:00 AM,n_a,1,0,0,11,3,0,1,11,3,5:33:00 AM,0,Y,GCKI & BTNW after point count.,19,31/07/2013
29/05/2013,PR10374,PR10374-1,19,5:59:00 AM,n_a,1,0,0,11,3,0,1,11,3,6:09:00 AM,0,y,Forgot to put mics on.,19,31/07/2013
29/05/2013,PR10390,PR10390-1,19,8:25:00 AM,n_a,1,0,0,15,3,0,0,15,3,8:35:00 AM,0,Y,Forgot to put mics on.,19,31/07/2013
30/05/2013,PR10391,PR10391-1,19,5:45:00 AM,n_a,1,0,0,10,3,0,1,9,3,5:55:00 AM,0,Y,GHOW perched on remnant tree before point count. MERL calling before point count.,19,31/07/2013
01/06/2013,PR10403,PR10403-1,27,7:25:00 AM,n_a,1,2,0,12,3,1,0,11,3,7:35:00 AM,0,Y,WIND GUSTS OF 2,27,31/07/2013
31/05/2013,PR10405,PR10405-1,19,8:58:00 AM,n_a,1,0,0,13,3,0,0,13,3,9:08:00 AM,0,Y,,19,31/07/2013
01/06/2013,PR10406,PR10406-1,27,6:47:00 AM,n_a,1,1,0,14,3,2,0,12,3,6:57:00 AM,0,Y,,27,31/07/2013
01/06/2013,PR10407,PR10407-1,19,7:17:00 AM,n_a,1,2,0,11,3,3,0,10,3,7:27:00 AM,0,N,Recorder broken.,19,31/07/2013
01/06/2013,PR10408,PR10408-1,19,6:34:00 AM,n_a,1,0,0,11,3,0,0,10,3,6:44:00 AM,0,N,,19,31/07/2013
01/06/2013,PR10409,PR10409-1,19,5:10:00 AM,n_a,1,0,0,10,3,0,0,10,3,5:20:00 AM,0,N,,19,31/07/2013
31/05/2013,PR10410,PR10410-1,27,6:15:00 AM,n_a,1,0,0,10,3,0,0,10,3,6:25:00 AM,0,Y,GRAJ CALLING AFTER PC. BCCH SINGING AFTER PC,27,31/07/2013
01/06/2013,PR10412,PR10412-1,19,5:52:00 AM,n_a,1,0,1,7,2,0,0,8,2,6:02:00 AM,0,N,,19,31/07/2013
31/05/2013,PR10413,PR10413-1,27,7:10:00 AM,n_a,1,0,0,15,3,0,0,13,3,7:20:00 AM,0,Y,,27,31/07/2013
31/05/2013,PR10414,PR10414-1,27,9:53:00 AM,n_a,1,1,0,18,3,1,0,18,3,10:03:00 AM,0,Y,,27,31/07/2013
31/05/2013,PR10418,PR10418-1,27,8:36:00 AM,n_a,1,0,0,13,3,0,0,13,3,8:46:00 AM,0,Y,,27,31/07/2013
31/05/2013,PR10419,PR10419-1,27,9:16:00 AM,n_a,1,0,0,14,3,0,0,14,3,9:26:00 AM,0,Y,,27,31/07/2013
01/06/2013,PR10470,PR10470-1,19,8:55:00 AM,n_a,1,1,3,11,3,1,3,11,3,9:05:00 AM,0,N,Recorder broken.,19,31/07/2013
01/06/2013,PR10471,PR10471-1,19,9:34:00 AM,n_a,1,0,3,11,3,0,3,11,3,9:44:00 AM,1,N,Recorder broken. Noise = rain.,19,31/07/2013
31/05/2013,PR10480,PR10480-1,27,5:37:00 AM,n_a,1,0,0,11,3,0,0,11,3,5:47:00 AM,0,Y,GCKI SINGING AFTER PC (CONFIRMED ID),27,31/07/2013
31/05/2013,PR10481,PR10481-1,27,7:49:00 AM,n_a,1,0,0,12,3,0,0,12,3,7:59:00 AM,0,Y,,27,31/07/2013
01/06/2013,PR10482,PR10482-1,27,5:28:00 AM,n_a,1,0,0,13,3,0,0,10,3,5:38:00 AM,0,Y,WTSP SINGING IMMEDIATELY AFTER PC 50-100M,27,31/07/2013
01/06/2013,PR10483,PR10483-1,27,6:08:00 AM,n_a,1,2,0,12,3,2,0,11,3,6:18:00 AM,0,Y,BHVI SINGING CONTINUOUSLY RIGHT BEFORE I STARTED THE PC. WETA SINGING AFTER PC.,27,31/07/2013
01/06/2013,PR10484,PR10484-1,27,8:03:00 AM,n_a,1,1,0,11,3,1,0,11,3,8:13:00 AM,0,Y,,27,31/07/2013
01/06/2013,PR10485,PR10485-1,27,8:51:00 AM,n_a,1,0,3,13,3,0,3,11,3,9:01:00 AM,0,Y,NOISE OF 2 FROM RAINDROPS ON LEAVES. NO RECORDING TAKEN BECAUSE OF RAIN. RAIN OF 4 AT THE MIDDLE OF THE POINT COUNT.,27,31/07/2013
01/06/2013,PR10486,PR10486-1,27,9:30:00 AM,n_a,1,0,0,13,3,0,0,12,3,9:40:00 AM,1,Y,REVI SINGING AFTER PC. NOISE OF 1 DUE TO RAINDROPS FALLING FROM LEAVES AFTER PREVIOUS RAIN,27,31/07/2013
01/06/2013,PR10487,PR10487-1,27,10:07:00 AM,n_a,1,0,0,12,3,0,2,12,3,10:17:00 AM,1,Y,RAINING AGAIN RIGHT AT THE END OF PC. WTSP SINGING AFTER PC.,27,31/07/2013
31/05/2013,PR10490,PR10490-1,19,5:20:00 AM,n_a,1,0,0,9,3,0,1,9,3,5:30:00 AM,0,Y,,19,31/07/2013
31/05/2013,PR10491,PR10491-1,19,5:59:00 AM,n_a,1,0,0,10,3,0,0,9,3,6:09:00 AM,0,Y,BTNW before point count.,19,31/07/2013
31/05/2013,PR10492,PR10492-1,19,6:34:00 AM,n_a,1,0,1,10,3,0,0,10,3,6:44:00 AM,0,Y,,19,31/07/2013
31/05/2013,PR10493,PR10493-1,19,7:14:00 AM,n_a,1,0,0,11,3,0,0,10,3,7:24:00 AM,0,Y,Recorder broken. REVI after point count.,19,31/07/2013
31/05/2013,PR10494,PR10494-1,19,7:57:00 AM,n_a,1,0,0,11,3,0,0,11,3,8:07:00 AM,0,Y,"Recording says ""PR10404"".",19,31/07/2013
31/05/2013,PR10495,PR10495-1,19,8:27:00 AM,n_a,1,0,0,12,3,0,0,12,3,8:37:00 AM,0,Y,,19,31/07/2013
31/05/2013,PR10496,PR10496-1,19,9:34:00 AM,n_a,1,0,0,15,3,0,0,15,3,9:44:00 AM,0,Y,,19,31/07/2013
31/05/2013,PR10497,PR10497-1,19,10:11:00 AM,n_a,1,0,0,16,3,0,0,16,3,10:21:00 AM,0,Y,,19,31/07/2013
01/06/2013,PR10498,PR10498-1,19,7:40:00 AM,n_a,1,2,0,11,3,1,0,11,3,7:50:00 AM,0,N,Recorder broken.,19,31/07/2013
01/06/2013,PR10499,PR10499-1,19,8:17:00 AM,n_a,1,1,0,12,3,1,1,11,3,8:27:00 AM,0,N,Recorder broken.,19,31/07/2013
24/05/2013,PR10705,PR10705-1,27,7:27:00 AM,n_a,1,0,0,10,3,0,0,9,3,7:37:00 AM,0,N,HETH HEARD SINGING AFTER THE COUNT (CONFIRMING ONE OF MY UNTH),27,31/07/2013
24/05/2013,PR10706,PR10706-1,19,8:16:00 AM,n_a,1,0,0,11,3,0,0,13,3,8:26:00 AM,0,N,,19,31/07/2013
24/05/2013,PR10707,PR10707-1,27,6:29:00 AM,n_a,1,1,0,8,2,1,0,8,2,6:39:00 AM,0,N,"BISON GRUNTING NEARBY. PIGR HEARD CALLING IN RECORDING AT :11, LIKELY THE SAME INDIVIDUAL THAT WAS RECORDED IN PC PR10705",27,31/07/2013
24/05/2013,PR10708,PR10708-1,19,7:06:00 AM,n_a,1,1,0,11,2,2,0,9,3,7:16:00 AM,0,N,,19,31/07/2013
25/05/2013,PR10709,PR10709-1,27,9:38:00 AM,n_a,1,3,0,12,3,3,0,12,3,9:48:00 AM,1,N,NOISE DUE TO FROGS AND WIND,27,31/07/2013
24/05/2013,PR10710,PR10710-1,27,8:10:00 AM,n_a,1,2,0,11,3,2,0,11,3,8:20:00 AM,1,N,"VERY QUIET PC, BIRDS FAR AWAY. REVI HEARD SINGING BEFORE PC. NOISE (1) DUE TO ASPEN LEAVES RUSTLING IN WIND. HEARD RUGR, BUT LIKELY THE SAME INDIVIDUAL WAS RECORDED IN PR10705",27,31/07/2013
24/05/2013,PR10711,PR10711-1,27,5:41:00 AM,n_a,1,1,0,7,2,1,0,5,2,5:51:00 AM,0,N,"BAWW SINGING BEFORE PC, CALLING DURING. CORA HEARD AFTER.",27,31/07/2013
24/05/2013,PR10712,PR10712-1,19,9:19:00 AM,n_a,1,2,0,17,3,1,0,13,3,9:29:00 AM,0,N,Pair of GWTE before point count. Pair of RBGR cavorting after point count.,19,31/07/2013
24/05/2013,PR10713,PR10713-1,19,9:59:00 AM,n_a,1,3,0,15,3,3,0,15,3,10:09:00 AM,0,N,Noise = wind. Gusts of 4.,19,31/07/2013
24/05/2013,PR10714,PR10714-1,27,8:47:00 AM,n_a,1,1,0,12,3,1,0,12,3,8:57:00 AM,0,N,TWO EXCITED/DISTRESS CALLING YRWA CONFIRMED VISUALLY AFTER PC,27,31/07/2013
25/05/2013,PR10715,PR10715-1,27,7:21:00 AM,n_a,1,0,0,10,0,0,0,9,0,7:31:00 AM,0,N,,27,31/07/2013
25/05/2013,PR10716,PR10716-1,27,8:34:00 AM,n_a,1,2,0,11,1,2,0,11,1,8:44:00 AM,0,N,,27,31/07/2013
24/05/2013,PR10717,PR10717-1,27,9:21:00 AM,n_a,1,1,0,14,3,1,0,13,3,9:31:00 AM,0,N,BAWW AND AMRE ARE DISTINCT INDIVIDUALS (AMRE IS NOT MIMICING THE BAWW). HETH X2 COUNTER SINGING AFTER THE PC. RBGR SINGING CLOSE BY AFTER PC,27,31/07/2013
25/05/2013,PR10718,PR10718-1,27,5:27:00 AM,n_a,1,0,0,4,1,1,0,2,1,5:37:00 AM,0,N,CANG FLYOVER AFTER PC,27,31/07/2013
25/05/2013,PR10719,PR10719-1,27,6:25:00 AM,n_a,1,0,0,4,0,0,0,3,0,6:35:00 AM,0,N,SAW 3 YRWA IN AREA PRIOR TO PC. ALL 3 WISN WINNOWING FROM DIFFERENT DIRECTIONS AT THE SAME TIME,27,31/07/2013
25/05/2013,PR10728,PR10728-1,19,6:29:00 AM,n_a,1,1,0,8,1,1,0,8,1,6:39:00 AM,0,N,,19,31/07/2013
25/05/2013,PR10729,PR10729-1,19,7:13:00 AM,n_a,1,0,0,9,1,1,0,10,1,7:23:00 AM,0,N,WISN  from last point count heard here.,19,31/07/2013
25/05/2013,PR10731,PR10731-1,19,7:54:00 AM,n_a,1,1,0,11,1,1,0,10,1,8:04:00 AM,0,N,GRYE from last point count heard here.,19,31/07/2013
25/05/2013,PR10732,PR10732-1,19,8:25:00 AM,n_a,1,3,0,10,2,3,0,12,2,8:35:00 AM,2,N,Noise = wind. GRYE may have been heard previously.,19,31/07/2013
25/05/2013,PR10733,PR10733-1,19,8:58:00 AM,n_a,1,3,0,12,2,2,0,12,2,9:08:00 AM,2,N,Noise = wind.,19,31/07/2013
25/05/2013,PR10734,PR10734-1,19,9:29:00 AM,n_a,1,4,0,12,2,3,0,11,2,9:39:00 AM,2,N,Noise = wind.,19,31/07/2013
24/05/2013,PR10791,PR10791-1,19,5:25:00 AM,n_a,1,1,0,7,0,1,0,6,0,5:35:00 AM,0,N,,19,31/07/2013
24/05/2013,PR10792,PR10792-1,19,6:14:00 AM,n_a,1,1,0,7,0,1,0,7,0,6:24:00 AM,0,N,RUGR from last point count heard.,19,31/07/2013
25/05/2013,PR10793,PR10793-1,19,5:35:00 AM,n_a,1,1,0,4,0,1,0,3,0,5:45:00 AM,0,N,,19,31/07/2013
26/05/2013,PR10806,PR10806-1,19,10:14:00 AM,n_a,1,2,0,11,3,2,0,10,3,10:24:00 AM,1,Y,Noise = wind. Big WTSP fight near point count centre!,19,31/07/2013
26/05/2013,PR10810,PR10810-1,19,9:36:00 AM,n_a,1,2,0,12,2,2,0,11,2,9:46:00 AM,1,Y,Noise = wind. Same WISN as last point count. FRGU overhead before point count.,19,31/07/2013
26/05/2013,PR10814,PR10814-1,19,8:57:00 AM,n_a,1,2,0,11,2,1,0,11,2,9:07:00 AM,1,Y,Noise = occasional wind.,19,31/07/2013
