Item/Point,Version anglaise,Version française,,,,,,,,,,,,,,,,,
PR02314,PR023,NAD83,No,n_a,n_a,n_a,-115.168343,56.684519,GIS,point,59,TRUE,13/06/2012,Road,,,,,
PR02315,PR023,NAD83,No,n_a,n_a,n_a,-115.152278,56.713143,GIS,point,59,TRUE,14/06/2012,Road,,,,,
PR02316,PR023,NAD83,No,n_a,n_a,n_a,-115.16619,56.707144,GIS,point,59,TRUE,14/06/2012,Road,,,,,
PR02318,PR023,NAD83,No,n_a,n_a,n_a,-115.181972,56.709615,GIS,point,59,TRUE,14/06/2012,Road,,,,,
PR02321,PR023,NAD83,No,n_a,n_a,n_a,-115.159247,56.687745,GIS,point,75,TRUE,13/06/2012,Road,,,,,
PR02322,PR023,NAD83,No,n_a,n_a,n_a,-115.163795,56.718398,GIS,point,75,TRUE,14/06/2012,Road,,,,,
PR02381,PR023,NAD83,No,n_a,n_a,n_a,-115.158071,56.709211,GPS,point,59,TRUE,14/06/2012,Road,,,,,
PR02382,PR023,NAD83,No,n_a,n_a,n_a,-115.156407,56.705447,GPS,point,59,TRUE,14/06/2012,Road,,,,,
PR02391,PR023,NAD83,No,n_a,n_a,n_a,-115.138321,56.721153,GPS,point,75,TRUE,14/06/2012,Road,,,,,
PR02392,PR023,NAD83,No,n_a,n_a,n_a,-115.142378,56.68265,GPS,point,75,TRUE,13/06/2012,Road,,,,,
PR02393,PR023,NAD83,No,n_a,n_a,n_a,-115.132705,56.721396,GPS,point,75,TRUE,14/06/2012,Road,,,,,
PR02394,PR023,NAD83,No,n_a,n_a,n_a,-115.140139,56.691291,GPS,point,75,TRUE,13/06/2012,Road,,,,,
PR02395,PR023,NAD83,No,n_a,n_a,n_a,-115.140083,56.700595,GPS,point,75,TRUE,13/06/2012,Road,,,,,
PR02396,PR023,NAD83,No,n_a,n_a,n_a,-115.151502,56.696618,GPS,point,75,TRUE,13/06/2012,Road,,,,,
PR02397,PR023,NAD83,No,n_a,n_a,n_a,-115.157302,56.722571,GPS,point,75,TRUE,14/06/2012,Road,,,,,
PR02403,PR024,NAD83,No,n_a,n_a,n_a,-114.929505,56.715847,GIS,point,59,TRUE,17/06/2012,Road,,,,,
PR02408,PR024,NAD83,No,n_a,n_a,n_a,-114.950923,56.722176,GIS,point,59,TRUE,17/06/2012,Road,,,,,
PR02415,PR024,NAD83,No,n_a,n_a,n_a,-114.982209,56.72279,GIS,point,75,TRUE,17/06/2012,Road,,,,,
PR02417,PR024,NAD83,No,n_a,n_a,n_a,-114.933678,56.724121,GIS,point,59,TRUE,17/06/2012,Road,,,,,
PR02420,PR024,NAD83,No,n_a,n_a,n_a,-115.000066,56.72396,GIS,point,75,TRUE,17/06/2012,Road,,,,,
PR02423,PR024,NAD83,No,n_a,n_a,n_a,-114.947604,56.725531,GIS,point,59,TRUE,17/06/2012,Road,,,,,
PR02481,PR024,NAD83,No,n_a,n_a,n_a,-116.969065,56.556284,GPS,point,59,TRUE,17/06/2012,Road,,,,,
PR02482,PR024,NAD83,No,n_a,n_a,n_a,-114.958273,56.711735,GPS,point,59,TRUE,17/06/2012,Road,,,,,
PR02483,PR024,NAD83,No,n_a,n_a,n_a,-114.953339,56.713525,GPS,point,59,TRUE,17/06/2012,Road,,,,,
PR02491,PR024,NAD83,No,n_a,n_a,n_a,-114.992603,56.72124,GPS,point,75,TRUE,17/06/2012,Road,,,,,
PR02492,PR024,NAD83,No,n_a,n_a,n_a,-114.993531,56.713475,GPS,point,75,TRUE,17/06/2012,Road,,,,,
PR02493,PR024,NAD83,No,n_a,n_a,n_a,-115.008149,56.719214,GPS,point,75,TRUE,17/06/2012,Road,,,,,
PR02494,PR024,NAD83,No,n_a,n_a,n_a,-115.004748,56.72265,GPS,point,75,TRUE,17/06/2012,Road,,,,,
PR02495,PR024,NAD83,No,n_a,n_a,n_a,-115.002044,56.711717,GPS,point,75,TRUE,17/06/2012,Road,,,,,
PR02502,PR025,NAD83,No,n_a,n_a,n_a,-116.978825,56.561488,GIS,point,69,TRUE,31/05/2012,Road,,,,,
PR02503,PR025,NAD83,No,n_a,n_a,n_a,-116.989323,56.561009,GIS,point,69,TRUE,31/05/2012,Road,,,,,
PR02504,PR025,NAD83,No,n_a,n_a,n_a,-116.962414,56.554295,GIS,point,69,TRUE,31/05/2012,Road,,,,,
PR02511,PR025,NAD83,No,n_a,n_a,n_a,-116.950918,56.555491,GIS,point,69,TRUE,31/05/2012,Road,,,,,
PR02513,PR025,NAD83,No,n_a,n_a,n_a,-116.988925,56.575339,GIS,point,69,TRUE,01/06/2012,Road,,,,,
PR02515,PR025,NAD83,No,n_a,n_a,n_a,-116.991393,56.570473,GIS,point,69,TRUE,01/06/2012,Road,,,,,
PR02520,PR025,NAD83,No,n_a,n_a,n_a,-116.966571,56.579017,GIS,point,69,TRUE,01/06/2012,Road,,,,,
PR02591,PR025,NAD83,No,n_a,n_a,n_a,-116.969065,56.556284,GPS,point,69,TRUE,31/05/2012,Road,,,,,
PR02592,PR025,NAD83,No,n_a,n_a,n_a,-116.983483,56.562407,GPS,point,69,TRUE,31/05/2012,Road,,,,,
PR02593,PR025,NAD83,No,n_a,n_a,n_a,-116.987123,56.572597,GPS,point,69,TRUE,01/06/2012,Road,,,,,
PR02594,PR025,NAD83,No,n_a,n_a,n_a,-116.979438,56.57268,GPS,point,69,TRUE,01/06/2012,Road,,,,,
PR02595,PR025,NAD83,No,n_a,n_a,n_a,-116.957959,56.57836,GPS,point,69,TRUE,01/06/2012,Road,,,,,
PR02596,PR025,NAD83,No,n_a,n_a,n_a,-116.961155,56.58158,GPS,point,69,TRUE,01/06/2012,Road,,,,,
PR02708,PR027,NAD83,No,n_a,n_a,n_a,-116.301727,56.533135,GIS,point,75,TRUE,21/06/2012,Road,,,,,
PR02722,PR027,NAD83,No,n_a,n_a,n_a,-116.337554,56.525666,GIS,point,59,TRUE,21/06/2012,Road,,,,,
PR02725,PR027,NAD83,No,n_a,n_a,n_a,-116.336272,56.529611,GIS,point,59,TRUE,21/06/2012,Road,,,,,
PR02781,PR027,NAD83,No,n_a,n_a,n_a,-116.333114,56.524229,GPS,point,59,TRUE,21/06/2012,Road,,,,,
PR02782,PR027,NAD83,No,n_a,n_a,n_a,-116.333907,56.518761,GPS,point,59,TRUE,21/06/2012,Road,,,,,
PR02783,PR027,NAD83,No,n_a,n_a,n_a,-116.329591,56.529151,GPS,point,59,TRUE,21/06/2012,Road,,,,,
PR02784,PR027,NAD83,No,n_a,n_a,n_a,-116.32958,56.543004,GPS,point,59,TRUE,21/06/2012,Road,,,,,
PR02791,PR027,NAD83,No,n_a,n_a,n_a,-116.314181,56.538402,GPS,point,75,TRUE,21/06/2012,Road,,,,,
PR02792,PR027,NAD83,No,n_a,n_a,n_a,-116.277051,56.534325,GPS,point,75,TRUE,21/06/2012,Road,,,,,
PR02793,PR027,NAD83,No,n_a,n_a,n_a,-116.290755,56.523864,GPS,point,75,TRUE,21/06/2012,Road,,,,,
PR02794,PR027,NAD83,No,n_a,n_a,n_a,-116.283623,56.530044,GPS,point,75,TRUE,21/06/2012,Road,,,,,
PR02795,PR027,NAD83,No,n_a,n_a,n_a,-116.279382,56.524952,GPS,point,75,TRUE,21/06/2012,Road,,,,,
PR02902,PR029,NAD83,No,n_a,n_a,n_a,-115.233561,56.594822,GIS,point,59,TRUE,15/06/2012,Road,,,,,
PR02910,PR029,NAD83,No,n_a,n_a,n_a,-115.217819,56.592886,GIS,point,59,TRUE,15/06/2012,Road,,,,,
PR02917,PR029,NAD83,No,n_a,n_a,n_a,-115.205874,56.60111,GIS,point,75,TRUE,15/06/2012,Road,,,,,
PR02920,PR029,NAD83,No,n_a,n_a,n_a,-115.195843,56.613712,GIS,point,75,TRUE,15/06/2012,Road,,,,,
PR02923,PR029,NAD83,No,n_a,n_a,n_a,-115.213732,56.587701,GIS,point,59,TRUE,15/06/2012,Road,,,,,
PR02981,PR029,NAD83,No,n_a,n_a,n_a,-115.22478,56.587815,GPS,point,59,TRUE,15/06/2012,Road,,,,,
PR02982,PR029,NAD83,No,n_a,n_a,n_a,-115.234976,56.590103,GPS,point,59,TRUE,15/06/2012,Road,,,,,
PR02983,PR029,NAD83,No,n_a,n_a,n_a,-115.21514,56.596093,GPS,point,59,TRUE,15/06/2012,Road,,,,,
PR02991,PR029,NAD83,No,n_a,n_a,n_a,-115.185461,56.603948,GPS,point,75,TRUE,15/06/2012,Road,,,,,
PR02992,PR029,NAD83,No,n_a,n_a,n_a,-115.182671,56.60111,GPS,point,75,TRUE,15/06/2012,Road,,,,,
PR02993,PR029,NAD83,No,n_a,n_a,n_a,-115.192597,56.596378,GPS,point,75,TRUE,15/06/2012,Road,,,,,
PR02994,PR029,NAD83,No,n_a,n_a,n_a,-115.202571,56.611179,GPS,point,75,TRUE,15/06/2012,Road,,,,,
PR03203,PR032,NAD83,No,n_a,n_a,n_a,-116.227418,56.464199,GIS,point,75,TRUE,25/06/2012,Road,,,,,
PR03205,PR032,NAD83,No,n_a,n_a,n_a,-116.203123,56.466305,GIS,point,75,TRUE,25/06/2012,Road,,,,,
PR03214,PR032,NAD83,No,n_a,n_a,n_a,-116.199752,56.47752,GIS,point,59,TRUE,24/06/2012,Road,,,,,
PR03281,PR032,NAD83,No,n_a,n_a,n_a,-116.24301,56.474982,GPS,point,59,TRUE,25/06/2012,Road,,,,,
PR03282,PR032,NAD83,No,n_a,n_a,n_a,-116.249522,56.482398,GPS,point,59,TRUE,25/06/2012,Road,,,,,
PR03283,PR032,NAD83,No,n_a,n_a,n_a,-116.228667,56.481461,GPS,point,59,TRUE,25/06/2012,Road,,,,,
PR03284,PR032,NAD83,No,n_a,n_a,n_a,-116.237852,56.475144,GPS,point,59,TRUE,25/06/2012,Road,,,,,
PR03285,PR032,NAD83,No,n_a,n_a,n_a,-116.244533,56.482066,GPS,point,59,TRUE,25/06/2012,Road,,,,,
PR03286,PR032,NAD83,No,n_a,n_a,n_a,-116.222964,56.48139,GPS,point,59,TRUE,25/06/2012,Road,,,,,
PR03291,PR032,NAD83,No,n_a,n_a,n_a,-116.201122,56.463524,GPS,point,75,TRUE,25/06/2012,Road,,,,,
PR03292,PR032,NAD83,No,n_a,n_a,n_a,-116.215315,56.464085,GPS,point,75,TRUE,25/06/2012,Road,,,,,
PR03293,PR032,NAD83,No,n_a,n_a,n_a,-116.23233,56.464931,GPS,point,75,TRUE,25/06/2012,Road,,,,,
PR03294,PR032,NAD83,No,n_a,n_a,n_a,-116.247295,56.469506,GPS,point,75,TRUE,25/06/2012,Road,,,,,
PR03403,PR034,NAD83,No,n_a,n_a,n_a,-115.224543,56.533958,GIS,point,59,TRUE,18/06/2012,Road,,,,,
PR03404,PR034,NAD83,No,n_a,n_a,n_a,-115.223586,56.52935,GIS,point,59,TRUE,18/06/2012,Road,,,,,
PR03406,PR034,NAD83,No,n_a,n_a,n_a,-115.192376,56.529518,GIS,point,75,TRUE,18/06/2012,Road,,,,,
PR03413,PR034,NAD83,No,n_a,n_a,n_a,-115.198633,56.542757,GIS,point,75,TRUE,18/06/2012,Road,,,,,
PR03414,PR034,NAD83,No,n_a,n_a,n_a,-115.213356,56.537488,GIS,point,75,TRUE,18/06/2012,Road,,,,,
PR03481,PR034,NAD83,No,n_a,n_a,n_a,-115.236229,56.525085,GPS,point,59,TRUE,18/06/2012,Road,,,,,
PR03482,PR034,NAD83,No,n_a,n_a,n_a,-115.239722,56.527367,GPS,point,59,TRUE,18/06/2012,Road,,,,,
PR03483,PR034,NAD83,No,n_a,n_a,n_a,-115.224556,56.524847,GPS,point,59,TRUE,18/06/2012,Road,,,,,
PR03484,PR034,NAD83,No,n_a,n_a,n_a,-115.245305,56.533724,GPS,point,59,TRUE,18/06/2012,Road,,,,,
PR03491,PR034,NAD83,No,n_a,n_a,n_a,-115.212889,56.540575,GPS,point,75,TRUE,18/06/2012,Road,,,,,
PR03492,PR034,NAD83,No,n_a,n_a,n_a,-115.222743,56.54335,GPS,point,75,TRUE,18/06/2012,Road,,,,,
PR03493,PR034,NAD83,No,n_a,n_a,n_a,-115.199983,56.529832,GPS,point,75,TRUE,18/06/2012,Road,,,,,
PR03494,PR034,NAD83,No,n_a,n_a,n_a,-115.197212,56.534238,GPS,point,75,TRUE,18/06/2012,Road,,,,,
PR03602,PR036,NAD83,No,n_a,n_a,n_a,-115.828514,56.441496,GIS,point,75,TRUE,30/06/2012,Road,,,,,
PR03604,PR036,NAD83,No,n_a,n_a,n_a,-115.796211,56.459746,GIS,point,69,TRUE,08/06/2012,Road,,,,,
PR03605,PR036,NAD83,No,n_a,n_a,n_a,-115.812393,56.452992,GIS,point,69,TRUE,08/06/2012,Road,,,,,
PR03611,PR036,NAD83,No,n_a,n_a,n_a,-115.783757,56.452021,GIS,point,59,TRUE,30/06/2012,Road,,,,,
PR03612,PR036,NAD83,No,n_a,n_a,n_a,-115.812206,56.446228,GIS,point,75,TRUE,30/06/2012,Road,,,,,
PR03613,PR036,NAD83,No,n_a,n_a,n_a,-115.797508,56.450432,GIS,point,69,TRUE,08/06/2012,Road,,,,,
PR03616,PR036,NAD83,No,n_a,n_a,n_a,-115.812667,56.459425,GIS,point,69,TRUE,08/06/2012,Road,,,,,
PR03623,PR036,NAD83,No,n_a,n_a,n_a,-115.825465,56.452784,GIS,point,69,TRUE,08/06/2012,Road,,,,,
PR03671,PR036,NAD83,No,n_a,n_a,n_a,-115.817903,56.446158,GPS,point,75,TRUE,30/06/2012,Road,,,,,
PR03672,PR036,NAD83,No,n_a,n_a,n_a,-115.832292,56.448644,GPS,point,75,TRUE,30/06/2012,Road,,,,,
PR03681,PR036,NAD83,No,n_a,n_a,n_a,-115.77856,56.45183,GPS,point,59,TRUE,30/06/2012,Road,,,,,
PR03682,PR036,NAD83,No,n_a,n_a,n_a,-115.786961,56.44764,GPS,point,59,TRUE,30/06/2012,Road,,,,,
PR03683,PR036,NAD83,No,n_a,n_a,n_a,-115.77579,56.445941,GPS,point,59,TRUE,30/06/2012,Road,,,,,
PR03684,PR036,NAD83,No,n_a,n_a,n_a,-115.772084,56.448129,GPS,point,59,TRUE,30/06/2012,Road,,,,,
PR03685,PR036,NAD83,No,n_a,n_a,n_a,-115.75957,56.45038,GPS,point,59,TRUE,30/06/2012,Road,,,,,
PR03686,PR036,NAD83,No,n_a,n_a,n_a,-115.754691,56.450197,GPS,point,59,TRUE,30/06/2012,Road,,,,,
PR03691,PR036,NAD83,No,n_a,n_a,n_a,-115.806145,56.459485,GPS,point,69,TRUE,08/06/2012,Road,,,,,
PR03692,PR036,NAD83,No,n_a,n_a,n_a,-115.801886,56.451974,GPS,point,69,TRUE,08/06/2012,Road,,,,,
PR03693,PR036,NAD83,No,n_a,n_a,n_a,-115.830806,56.45305,GPS,point,75,TRUE,30/06/2012,Road,,,,,
PR03694,PR036,NAD83,No,n_a,n_a,n_a,-115.82218,56.44246,GPS,point,75,TRUE,30/06/2012,Road,,,,,
PR09902,PR099,NAD83,No,n_a,n_a,n_a,-116.533239,56.477301,GIS,point,59,TRUE,29/06/2012,Road,,,,,
PR09903,PR099,NAD83,No,n_a,n_a,n_a,-116.541631,56.476489,GIS,point,59,TRUE,29/06/2012,Road,,,,,
PR09905,PR099,NAD83,No,n_a,n_a,n_a,-116.500515,56.453385,GIS,point,75,TRUE,29/06/2012,Road,,,,,
PR09908,PR099,NAD83,No,n_a,n_a,n_a,-116.527589,56.474715,GIS,point,59,TRUE,29/06/2012,Road,,,,,
PR09910,PR099,NAD83,No,n_a,n_a,n_a,-116.503853,56.467745,GIS,point,75,TRUE,29/06/2012,Road,,,,,
PR09920,PR099,NAD83,No,n_a,n_a,n_a,-116.505051,56.484551,GIS,point,75,TRUE,29/06/2012,Road,,,,,
PR09981,PR099,NAD83,No,n_a,n_a,n_a,-116.201122,56.463524,GPS,point,59,TRUE,29/06/2012,Road,,,,,
PR09982,PR099,NAD83,No,n_a,n_a,n_a,-116.542223,56.464796,GPS,point,59,TRUE,29/06/2012,Road,,,,,
PR09983,PR099,NAD83,No,n_a,n_a,n_a,-116.550519,56.469532,GPS,point,59,TRUE,29/06/2012,Road,,,,,
PR09984,PR099,NAD83,No,n_a,n_a,n_a,-116.522883,56.479671,GPS,point,59,TRUE,29/06/2012,Road,,,,,
PR09991,PR099,NAD83,No,n_a,n_a,n_a,-116.507007,56.470255,GPS,point,75,TRUE,29/06/2012,Road,,,,,
PR09992,PR099,NAD83,No,n_a,n_a,n_a,-116.502315,56.475494,GPS,point,75,TRUE,29/06/2012,Road,,,,,
PR09993,PR099,NAD83,No,n_a,n_a,n_a,-116.50727,56.473795,GPS,point,75,TRUE,29/06/2012,Road,,,,,
PR10202,PR102,NAD83,No,n_a,n_a,n_a,-117.030701,56.69368,GIS,point,27,TRUE,28/05/2013,Road,,,,,
PR10203,PR102,NAD83,No,n_a,n_a,n_a,-117.029017,56.701859,GIS,point,27,TRUE,28/05/2013,Road,,,,,
PR10204,PR102,NAD83,No,n_a,n_a,n_a,-117.029004,56.696847,GIS,point,27,TRUE,28/05/2013,Road,,,,,
PR10206,PR102,NAD83,No,n_a,n_a,n_a,-117.023437,56.71686,GIS,point,19,TRUE,28/05/2013,Road,,,,,
PR10208,PR102,NAD83,No,n_a,n_a,n_a,-117.021647,56.702846,GIS,point,27,TRUE,28/05/2013,Road,,,,,
PR10209,PR102,NAD83,No,n_a,n_a,n_a,-117.01854,56.71356,GIS,point,19,TRUE,28/05/2013,Road,,,,,
PR10210,PR102,NAD83,No,n_a,n_a,n_a,-117.018283,56.698163,GIS,point,27,TRUE,27/05/2013,Road,,,,,
PR10212,PR102,NAD83,No,n_a,n_a,n_a,-117.016363,56.706198,GIS,point,27,TRUE,28/05/2013,Road,,,,,
PR10213,PR102,NAD83,No,n_a,n_a,n_a,-117.015493,56.702261,GIS,point,27,TRUE,27/05/2013,Road,,,,,
PR10214,PR102,NAD83,No,n_a,n_a,n_a,-117.014185,56.695261,GIS,point,19,TRUE,27/05/2013,Road,,,,,
PR10215,PR102,NAD83,No,n_a,n_a,n_a,-117.01057,56.708152,GIS,point,27,TRUE,28/05/2013,Road,,,,,
PR10216,PR102,NAD83,No,n_a,n_a,n_a,-117.009132,56.701679,GIS,point,27,TRUE,27/05/2013,Road,,,,,
PR10217,PR102,NAD83,No,n_a,n_a,n_a,-117.00661,56.713696,GIS,point,19,TRUE,28/05/2013,Road,,,,,
PR10218,PR102,NAD83,No,n_a,n_a,n_a,-117.007125,56.693205,GIS,point,19,TRUE,27/05/2013,Road,,,,,
PR10219,PR102,NAD83,No,n_a,n_a,n_a,-117.003348,56.716774,GIS,point,19,TRUE,28/05/2013,Road,,,,,
PR10220,PR102,NAD83,No,n_a,n_a,n_a,-117.000767,56.696562,GIS,point,19,TRUE,27/05/2013,Road,,,,,
PR10221,PR102,NAD83,No,n_a,n_a,n_a,-117.000305,56.699594,GIS,point,27,TRUE,27/05/2013,Road,,,,,
PR10222,PR102,NAD83,No,n_a,n_a,n_a,-116.997679,56.70877,GIS,point,27,TRUE,28/05/2013,Road,,,,,
PR10223,PR102,NAD83,No,n_a,n_a,n_a,-116.993996,56.71464,GIS,point,19,TRUE,28/05/2013,Road,,,,,
PR10224,PR102,NAD83,No,n_a,n_a,n_a,-116.994712,56.701739,GIS,point,27,TRUE,27/05/2013,Road,,,,,
PR10225,PR102,NAD83,No,n_a,n_a,n_a,-116.993722,56.69873,GIS,point,19,TRUE,27/05/2013,Road,,,,,
PR10226,PR102,NAD83,No,n_a,n_a,n_a,-116.990528,56.709901,GIS,point,27,TRUE,28/05/2013,Road,,,,,
PR10227,PR102,NAD83,No,n_a,n_a,n_a,-116.988099,56.704242,GIS,point,27,TRUE,27/05/2013,Road,,,,,
PR10228,PR102,NAD83,No,n_a,n_a,n_a,-116.987381,56.713205,GIS,point,19,TRUE,28/05/2013,Road,,,,,
PR10230,PR102,NAD83,No,n_a,n_a,n_a,-116.982222,56.699986,GIS,point,19,TRUE,27/05/2013,Road,,,,,
PR10231,PR102,NAD83,No,n_a,n_a,n_a,-116.979158,56.702889,GIS,point,27,TRUE,27/05/2013,Road,,,,,
PR10232,PR102,NAD83,No,n_a,n_a,n_a,-116.97649,56.699507,GIS,point,19,TRUE,27/05/2013,Road,,,,,
PR10233,PR102,NAD83,No,n_a,n_a,n_a,-116.972682,56.712011,GIS,point,19,TRUE,28/05/2013,Road,,,,,
PR10234,PR102,NAD83,No,n_a,n_a,n_a,-116.970903,56.699823,GIS,point,19,TRUE,27/05/2013,Road,,,,,
PR10270,PR102,NAD83,No,n_a,n_a,n_a,-117.003234,56.70298,GPS,point,27,TRUE,27/05/2013,Road,,,,,
PR10271,PR102,NAD83,No,n_a,n_a,n_a,-117.025685,56.69503,GPS,point,19,TRUE,27/05/2013,Road,,,,,
PR10290,PR102,NAD83,No,n_a,n_a,n_a,-116.984186,56.695466,GPS,point,19,TRUE,27/05/2013,Road,,,,,
PR10291,PR102,NAD83,No,n_a,n_a,n_a,-117.028258,56.717345,MAP,point,19,TRUE,28/05/2013,Road,,,,,
PR10302,PR103,NAD83,No,n_a,n_a,n_a,-117.090039,56.784912,GIS,point,19,TRUE,29/05/2013,Road,,,,,
PR10304,PR103,NAD83,No,n_a,n_a,n_a,-117.086192,56.794369,GIS,point,27,TRUE,30/05/2013,Road,,,,,
PR10305,PR103,NAD83,No,n_a,n_a,n_a,-117.085976,56.781483,GIS,point,19,TRUE,29/05/2013,Road,,,,,
PR10307,PR103,NAD83,No,n_a,n_a,n_a,-117.083599,56.770141,GIS,point,27,TRUE,29/05/2013,Road,,,,,
PR10308,PR103,NAD83,No,n_a,n_a,n_a,-117.081393,56.797946,GIS,point,27,TRUE,30/05/2013,Road,,,,,
PR10309,PR103,NAD83,No,n_a,n_a,n_a,-117.082655,56.773379,GIS,point,27,TRUE,29/05/2013,Road,,,,,
PR10312,PR103,NAD83,No,n_a,n_a,n_a,-117.072207,56.799059,GIS,point,27,TRUE,30/05/2013,Road,,,,,
PR10313,PR103,NAD83,No,n_a,n_a,n_a,-117.071863,56.801876,GIS,point,27,TRUE,30/05/2013,Road,,,,,
PR10314,PR103,NAD83,No,n_a,n_a,n_a,-117.071543,56.777952,GIS,point,19,TRUE,29/05/2013,Road,,,,,
PR10315,PR103,NAD83,No,n_a,n_a,n_a,-117.067101,56.77213,GIS,point,27,TRUE,29/05/2013,Road,,,,,
PR10316,PR103,NAD83,No,n_a,n_a,n_a,-117.06221,56.78085,GIS,point,19,TRUE,29/05/2013,Road,,,,,
PR10317,PR103,NAD83,No,n_a,n_a,n_a,-117.05955,56.777877,GIS,point,27,TRUE,29/05/2013,Road,,,,,
PR10318,PR103,NAD83,No,n_a,n_a,n_a,-117.057688,56.798614,GIS,point,27,TRUE,30/05/2013,Road,,,,,
PR10319,PR103,NAD83,No,n_a,n_a,n_a,-117.057154,56.775174,GIS,point,27,TRUE,29/05/2013,Road,,,,,
PR10320,PR103,NAD83,No,n_a,n_a,n_a,-117.054346,56.778648,GIS,point,27,TRUE,29/05/2013,Road,,,,,
PR10321,PR103,NAD83,No,n_a,n_a,n_a,-117.052715,56.794513,GIS,point,27,TRUE,30/05/2013,Road,,,,,
PR10322,PR103,NAD83,No,n_a,n_a,n_a,-117.050826,56.803389,GIS,point,27,TRUE,30/05/2013,Road,,,,,
PR10323,PR103,NAD83,No,n_a,n_a,n_a,-117.047832,56.778275,GIS,point,27,TRUE,29/05/2013,Road,,,,,
PR10324,PR103,NAD83,No,n_a,n_a,n_a,-117.046753,56.790566,GIS,point,19,TRUE,30/05/2013,Road,,,,,
PR10325,PR103,NAD83,No,n_a,n_a,n_a,-117.037069,56.780166,GIS,point,19,TRUE,30/05/2013,Road,,,,,
PR10328,PR103,NAD83,No,n_a,n_a,n_a,-117.031641,56.78142,GIS,point,19,TRUE,30/05/2013,Road,,,,,
PR10329,PR103,NAD83,No,n_a,n_a,n_a,-117.030681,56.777527,GIS,point,19,TRUE,30/05/2013,Road,,,,,
PR10331,PR103,NAD83,No,n_a,n_a,n_a,-117.027577,56.787108,GIS,point,19,TRUE,30/05/2013,Road,,,,,
PR10332,PR103,NAD83,No,n_a,n_a,n_a,-117.026041,56.784116,GIS,point,19,TRUE,30/05/2013,Road,,,,,
PR10334,PR103,NAD83,No,n_a,n_a,n_a,-117.021024,56.786049,GIS,point,19,TRUE,30/05/2013,Road,,,,,
PR10371,PR103,NAD83,No,n_a,n_a,n_a,-117.033366,56.785296,MAP,point,19,TRUE,30/05/2013,Road,,,,,
PR10372,PR103,NAD83,No,n_a,n_a,n_a,-117.076516,56.77244,GPS,point,27,TRUE,29/05/2013,Road,,,,,
PR10373,PR103,NAD83,No,n_a,n_a,n_a,-117.062721,56.78957,GPS,point,19,TRUE,29/05/2013,Road,,,,,
PR10374,PR103,NAD83,No,n_a,n_a,n_a,-117.066773,56.7873,MAP,point,19,TRUE,29/05/2013,Road,,,,,
PR10390,PR103,NAD83,No,n_a,n_a,n_a,-117.083994,56.775668,GPS,point,19,TRUE,29/05/2013,Road,,,,,
PR10391,PR103,NAD83,No,n_a,n_a,n_a,-117.039922,56.785989,GPS,point,19,TRUE,30/05/2013,Road,,,,,
PR10403,PR104,NAD83,No,n_a,n_a,n_a,-116.978334,57.015816,GIS,point,27,TRUE,01/06/2013,Road,,,,,
PR10405,PR104,NAD83,No,n_a,n_a,n_a,-116.974558,56.995237,GIS,point,19,TRUE,31/05/2013,Road,,,,,
PR10406,PR104,NAD83,No,n_a,n_a,n_a,-116.970904,57.018396,GIS,point,27,TRUE,01/06/2013,Road,,,,,
PR10407,PR104,NAD83,No,n_a,n_a,n_a,-116.970301,57.011615,GIS,point,19,TRUE,01/06/2013,Road,,,,,
PR10408,PR104,NAD83,No,n_a,n_a,n_a,-116.966049,57.014279,GIS,point,19,TRUE,01/06/2013,Road,,,,,
PR10409,PR104,NAD83,No,n_a,n_a,n_a,-116.962419,57.017198,GIS,point,19,TRUE,01/06/2013,Road,,,,,
PR10410,PR104,NAD83,No,n_a,n_a,n_a,-116.962076,57.022263,GIS,point,27,TRUE,31/05/2013,Road,,,,,
PR10412,PR104,NAD83,No,n_a,n_a,n_a,-116.953493,57.016872,GIS,point,19,TRUE,01/06/2013,Road,,,,,
PR10413,PR104,NAD83,No,n_a,n_a,n_a,-116.952169,57.021886,GIS,point,27,TRUE,31/05/2013,Road,,,,,
PR10414,PR104,NAD83,No,n_a,n_a,n_a,-116.949242,57.014941,GIS,point,27,TRUE,31/05/2013,Road,,,,,
PR10418,PR104,NAD83,No,n_a,n_a,n_a,-116.942247,57.017853,GIS,point,27,TRUE,31/05/2013,Road,,,,,
PR10419,PR104,NAD83,No,n_a,n_a,n_a,-116.940943,57.014937,GIS,point,27,TRUE,31/05/2013,Road,,,,,
PR10470,PR104,NAD83,No,n_a,n_a,n_a,-116.968152,57.005987,GPS,point,19,TRUE,01/06/2013,Road,,,,,
PR10471,PR104,NAD83,No,n_a,n_a,n_a,-116.975944,57.007821,GPS,point,19,TRUE,01/06/2013,Road,,,,,
PR10480,PR104,NAD83,No,n_a,n_a,n_a,-116.964199,57.019579,GPS,point,27,TRUE,31/05/2013,Road,,,,,
PR10481,PR104,NAD83,No,n_a,n_a,n_a,-116.955302,57.019629,GPS,point,27,TRUE,31/05/2013,Road,,,,,
PR10482,PR104,NAD83,No,n_a,n_a,n_a,-116.969701,57.023898,GPS,point,27,TRUE,01/06/2013,Road,,,,,
PR10483,PR104,NAD83,No,n_a,n_a,n_a,-116.974761,57.019863,MAP,point,27,TRUE,01/06/2013,Road,,,,,
PR10484,PR104,NAD83,No,n_a,n_a,n_a,-116.98257,57.017941,GPS,point,27,TRUE,01/06/2013,Road,,,,,
